Guid,Title,OtherTitle,Color,ReleaseYear,Duration,Mode,Comment,Published,CreatedOn,CreatedBy,UpdatedOn,UpdatedBy
0006b5f8-bae4-44bb-be1b-5305506aa2a0,La niña santa,The Holy Girl,C,2004,106,L,"From this article:  Little Red Riding Hood Meets Freud in Lucrecia Martel's Salta Trilogy

    Paul A. Schroeder Rodríguez
doi: 10.1215/02705346-2801529
Camera Obscura 2014 Volume 29, Number 3 87: 93-115",True,,test 123,,
00130da6-94f5-49d9-863b-38e0a680cc06,Meari to majo no hana,"Mary and the Witch's Flower, Mary & the Witch's Flower",C,2017,103,A,,True,,,,
0019f0a5-1974-45b6-9819-698179466272,Nutcracker,,C,1995,47,A,https://letterboxd.com/film/the-nutcracker-1995/,True,,,,
0032283a-22bd-42de-b82a-12ddb98fcfb7,Grote Klaas en kleine Klaas,,C,1974,45,L,,True,,,,
003b0b1d-3e9f-47db-9c97-202a3411b354,The Three Wishes,,C,2006,4,A,,True,,,,
00491260-edb4-4202-b9ef-e46a57e871dc,Anju to Zushiômaru,"The Littlest Warrior, Anju to zushio-maru",C,1961,83,A,not sure of origin...,True,,,,
00558396-aba4-46ae-9bc7-849f15e00126,Bagdad Gajadonga,,C,1968,165,L,I'm not sure of the colour or mode.,True,,,,
0056b5e3-96dd-448f-938c-4dfcde8c3b31,Caperucita y Roja,,C,1977,98,L,"https://letterboxd.com/film/caperucita-y-roja/
https://www.themoviedb.org/movie/422597-caperucita-y-roja
",True,,,,
0061094e-ffb8-483d-ba17-377c9fa0ea1a,Cendrillon ou La pantoufle merveilleuse,"Cinderella or the Marvelous Slipper, Cinderella or The Glass Slipper",BW,1912,24,L,,True,,,,
006c5ddf-0d86-4298-9da9-16c6f986a5b6,Mori no densetsu,Legend of the Forest,C,1987,,A,,True,,,,
006de4a5-559e-4bcd-816e-e84369543fa8,Alice Solves the Puzzle,"Alice Comedies, Alice in Cartoonland",BW,1925,7,M,,True,,,,
006ebe6b-b55d-4fa8-853b-fc30293e3505,Orekhovyy prutik,A Hazel Tree Twig,C,1955,20,A,"«Based on the Romanian fairy tale of the same name Calin-Gruya»
https://letterboxd.com/film/a-hazel-tree-twig/
https://en.wikipedia.org/wiki/C%C4%83lin_Gruia",True,,,,
006fdf2c-54be-4ebf-a31e-b0842c9604b1,Le château des singes,A Monkey's Tale,C,1999,76,A,From FTFBD,True,,,,
0071b256-3822-47eb-896e-aeb0a9091b4a,Aladdin Aur Jadui Chirag,Aladdin and the Wonderful Lamp,BW,1933,,U,,True,,,,
00723d6d-ba8c-43be-8e71-f6acbb109bd0,Grimm's Snow White,,C,2012,90,L,,True,,,,
0077dc8a-6a23-4676-ac69-cd0de37bbf13,H.C. Andersens eventyrlige verden: Den lille pige med svovlstikkerne,H.C. Andersen: The Little Match Girl,C,2005,,A,,True,,,,
00847e15-78f6-4437-bfa9-ddbc6ba00b3e,Snow-White,"Snow White, Betty Boop",BW,1933,7,A,,True,,,,
00a34c12-6dfe-476b-9531-94f755e0ee72,The School for Good and Evil,,C,2022,147,L,,True,,,,
00a5ac90-dbc5-4cd6-8457-508f5ab8867e,Peter and the Wolf,,C,1946,15,A,,True,,,,
00bc4500-7ce2-45e9-9208-edc600ff2a57,Snow-White and Rose-Red,,C,2010,38,L,,True,,,,
00bd0361-2341-4559-b7fe-ed0df95707ba,The Shooting of Dan McGoo,,C,1945,8,A,,True,,,,
00c0b056-b8d8-4f6e-9c62-17385cde8901,"Das Märchen von der Prinzessin, die unbedingt in einem Märchen vorkommen wollte","The Fairy Tale about the Princess, Who Absolutely Wanted to Appear in a Fairy Tale ",C,2013,75,L,,True,,,,
00cf476f-1736-45ca-818f-2976142c5752,Stanley the Ugly Duckling,,C,1982,25,A,,True,,,,
00d74c33-f49d-44b6-91ed-f9ed6dc1819a,Jakku to mame no ki,"Jack and the Beanstalk, Jakku to Mame no Ki, ジャックと豆の木",C,1989,13,A,,True,,,,
00e08c10-9c66-4453-8184-550f5af074c6,Blind,,C,2007,99,L,,True,,,,
00ecad6b-bfa9-479e-8756-ca70f94f2636,Xi you ji: Da nao tian gong,"The Monkey King, The Monkey King Havoc in Heavens Palace",C,2014,90,L,,True,,,,
00f01184-1ffa-4c90-81cd-cc243c5a0cbf,The Hunting of the Snark,,C,1989,19,A,"From Jack Zipes' donation, box 6",True,,,,
00faff41-8e11-4748-8649-46d767e8921f,Pro Rakov,,C,2003,15,A,"https://www.animatsiya.net/film.php?filmid=120 
https://www.youtube.com/watch?v=JPU_BBIOgow 
",True,,,,
01281039-d15f-49df-a8ff-97b4954f1f13,The Sword of Ali Baba,,C,1965,81,L,https://letterboxd.com/film/the-sword-of-ali-baba/,True,,,,
012d43eb-ce3e-4be3-b385-05b3fb1473c1,Yu zhou tan suo bian ji bu,"Journey to the West, 宇宙探索編輯部",C,2021,118,L,,True,,,,
012eee4f-9b42-4940-8f59-5bb293f4b390,Volshebnaya lampa Aladdina,"Aladins Wunderlampe, Aladdin and his Magic Lamp, Aladdin's Magic Lamp",C,1966,69,L,,True,,,,
0132a130-04e3-46c6-a2ff-3d3c88b239d1,Keloglan ve yedi cüceler,Keloglan and the Seven Dwarves,C,1971,71,L,,True,,,,
013f6c13-88e6-4615-8873-3e3e326845e0,Priklyucheniya malenkogo Muka,,C,1983,69,L,,True,,,,
01436534-cb6a-4c0f-9ba5-8c80302f3884,Travolti da un insolito destino nell'azzurro mare d'agosto,Swept Away,C,1974,116,L,Sue Short's fairy tale film book by extension from English version,True,,,,
0152d55c-ed6f-49c6-a18a-2268ec936170,Cinderella,,C,2015,105,L,,True,,,,
01566ba0-5aed-4777-a434-5efddfe1dd7b,Alice of Wonderland in Paris,Alice in a New Wonderland,C,1966,52,A,,True,,,,
015d14d4-15af-4ffd-a81d-af493e654d19,Die Schweinehirt,The Swineherd,C,1963,,A,,True,,,,
017cb442-8eae-4bb7-938f-f864ce078a65,Peter Pan Handled,,BW,1925,9,M,"https://www.bcdb.com/cartoon/23059-Peter-Pan-Handled
http://classiccartoons.blogspot.com/2007/08/silent-cartoons-dinky-doodle-in-peter.html
",True,,,,
018abf16-a7b2-4aee-91a7-406aa7854e67,Fairyland Lockdown - an interconnection comedy,,C,2021,,L,,True,,,,
019a5abb-9139-4327-989a-755810e74db1,Nanny McPhee,,C,2005,97,L,,True,,,,
019e8a31-cd90-4041-b7b3-04bd614038ae,Bluebeard's Eighth Wife,Bluebeard's 8th Wife,BW,1923,60,L,,True,,,,
019fdc8c-653f-4371-8600-446dea508c24,Little Miss Magic,"Die kleine Hexe, Kidwitch",C,1998,86,L,,True,,,,
01b2c17f-0edc-4dad-afcf-4f0be0d909b0,Espiritismo,Spiritism,BW,1962,85,L,https://en.wikipedia.org/wiki/The_Monkey%27s_Paw,True,,,,
01c05bb3-0852-4ad7-9de2-f004744b7534,Szabla od komendanta,"The Sabre from the Commander, The Commanders Sword",C,1996,102,L,,True,,,,
01c5af33-6681-48a3-8974-444beff1a0ff,Snezhnaya koroleva,Snow Queen,C,2007,100,L,,True,,,,
01cc22c6-55d8-4cc6-ba20-72065c768164,Der arme Müllerbursch und das Kätzchen,The Poor Miller's Boy and the Kitten,C,1971,53,A,,True,,,,
01d5d590-3e0c-4421-bc8c-9178de0a0026,Return to Oz,,C,1985,109,L,,True,,,,
01ec92cd-5372-4b7d-9756-e987225eea87,Lumikuningatar,The Snow Queen,C,1986,90,L,,True,,,,
01fad5ff-ba8e-4333-896d-96392555e397,Die Geschichte vom Fischer und seiner Frau,"The Fisherman and His Wife, The Story of the Fisherman and His Wife",C,1976,13,A,"I'm not sure of the origin.
https://ecommerce.umass.edu/defa/film/27404",True,,,,
020670a7-73f9-40d9-a230-e49086603a47,Cockaboody,,C,1974,9,A,"From Jack Zipes' donation, box 5",True,,,,
020ce451-79fb-4354-b042-94940cb6a5a9,Alice in Not So Wonderland,,C,2007,3,A,"https://www.believemedia.com/work/alice-in-not-so-wonderland
https://letterboxd.com/film/alice-in-not-so-wonderland/
https://www.youtube.com/watch?v=KYUO1-gukwo",True,,,,
02102214-f9d2-4073-82e0-70b100e526d6,Alice in Wonderland,,C,2010,99,L,"http://jamesfotopoulos.com/alice-in-wonderland/
https://www.fandor.com/films/alice_in_wonderland",True,,,,
02193f28-c6b1-4b0c-bbda-e355e71cbd99,Utau tanuki goten,"歌ふ狸御殿, Palace of the Singing Raccoon-Dogs",BW,1942,86,L,"https://letterboxd.com/film/palace-of-the-singing-raccoon-dogs/
https://www.themoviedb.org/movie/445701
",True,,,,
02229951-f324-4d80-a64c-b9327d472204,Hontô wa eroi Gurimu dôwa: Reddo suwôdo,"Red Sword, 本当はエロいグリム童話 レッド・スウォード",C,2012,76,L,"https://letterboxd.com/film/red-sword/
https://www.themoviedb.org/movie/238205-hont-wa-eroi-gurimu-d-wa-reddo-suw-do",True,,,,
02291790-ed6f-4bf9-bb07-f073467c54d9,Sat Bhai Chompa,,BW,1968,,L,"I'm not sure of the colour or mode.
AM: Colour added to IMDb page, so that's confirmed. Mode appears to be live too. ",True,,,,
022df9c4-7feb-4eb5-9cb9-237052d394c8,"O trech rytírích, krásné paní a lnené kytli","Of Three Knights, a Beautiful Lady and a Linen Sark",C,1996,76,L,I'm not sure of the origin.,True,,,,
0251daf1-ff2b-4f11-ac3e-a5f0d9705653,Die Gänsemagd,,C,1971,25,L,https://letterboxd.com/film/die-gansemagd-1977/,True,,,,
0252026a-e85c-4f30-ab04-15d8739e905a,How to Train Your Dragon: The Hidden World,How to Train Your Dragon 3,C,2019,104,A,,True,,,,
02554a69-295a-4335-9192-0688a377a684,Thumbelina,Faerie Tale Theatre,C,1984,60,L,,True,,,,
025fefea-7a01-4c3a-992a-7e75df460a18,Tweety and the Beanstalk,Merrie Melodies,C,1957,6,A,,True,,,,
028a5fc2-ae06-4360-90e6-453915e519ec,Arîte hime,Princess Arete,C,2001,105,A,,True,,,,
0293d71a-76e2-4cfa-9940-709ec0115512,The Wolves of Kromer,,C,1998,82,L,,True,,,,
02a23b06-6083-4c82-afe6-b19a4cc003f9,Armes kleines Mädchen,,BW,1924,,L,,True,,,,
02c534aa-f5eb-4df2-8f82-8cb89133ce91,The Princess Diaries 2: Royal Engagement,,C,2004,113,L,,True,,,,
02c557e8-40f3-46a6-b969-c8dbb7c9c169,Vykradena pryntsesa: Ruslan i Lyudmyla,The Stolen Princess,C,2018,85,A,"https://letterboxd.com/film/the-stolen-princess-ruslan-and-ludmila/
https://en.wikipedia.org/wiki/The_Stolen_Princess",True,,,,
02c57ec7-f942-4a09-90ae-44a972f8ec33,After the Wizard,,C,2011,80,L,,True,,,,
02db9d28-7efc-45da-a01e-06e7055d25c6,Žvahlav aneb šatičky Slaměného Huberta,Jabberwocky,C,1971,14,A,,True,,,,
02ecd502-8020-4c3c-968b-9f9c6114f4d7,Bidasari,,BW,1965,107,L,https://en.wikipedia.org/wiki/Bidasari_(film),True,,,,
02fd16cd-a423-4dcb-b870-91ebcaf87c72,Speak,,C,2004,89,L,,True,,,,
0300696b-10c3-4c07-b820-c3eb553961f1,Devcátko se sirkami,The Little Match Girl,C,2001,10,L,"https://www.fdb.cz/film/devcatko-se-sirkami/33673
",True,,,,
030745c0-d5a1-4473-ac69-2acf1f85497f,Strasidla z vikýre,Ghosts of the Dormers,C,1988,79,L,I'm not sure of the origin.,True,,,,
03375144-1b45-4d9e-9e9b-db7570e2e2a9,Harry Potter and the Chamber of Secrets,,C,2002,161,L,,True,,,,
03405ac8-e00a-4ea6-b042-23aefd036068,The Other Side of the Mirror,Alice: The Darker Side of the Mirror,C,2016,123,L,http://www.moriareviews.com/fantasy/other-side-of-the-mirror-2016.htm,True,,,,
03436df5-b42d-463d-abcd-f5aedab747a5,Mr. Peabody and the Mermaid,,BW,1948,89,L,,True,,,,
034c0e0d-7d21-4f80-90d9-12803c3b5f91,Der Wettlauf zwischen dem Hasen und dem Igel,The Race Between the Hare and the Hedgehog,C,1938,12,A,"Giesen, Rolf, and J.P. Storm. 2012. Animation Under the Swastika: A History of Trickfilm in Nazi Germany, 1933-1945. Jefferson, North Carolina: McFarland & Company, Inc.",True,,,,
034e72e2-a271-4735-85ec-44bcad378066,Tom Pouce suit une femme,"Mary Long and Sammy Short, Tom Thumb in Love",BW,1910,3,U,https://letterboxd.com/film/tom-pouce-suit-une-femme,True,,,,
035f440f-2f73-4995-85d9-37dc34e01d6d,De vilde svaner,The Wild Swans,C,2009,60,L,,True,,,,
03612b69-3d67-4ef9-8847-91c61f2c98ad,Cinderella; Single Again,,C,2000,7,L,,True,,,,
0361f94c-3151-4bde-936b-2b063d58ab7b,Tom Thumb,,C,1978,9,A,,True,,,,
03669dcf-4f5a-4efb-ae0b-c92bf86c9c91,La cité des enfants perdus,The City of Lost Children,C,1995,112,L,,True,,,,
03703764-4a1f-4951-9c91-59f6844be76d,DragonHeart,,C,1996,103,L,,True,,,,
037fca67-92e2-4ce7-af61-20fe6cd285db,Akvarium,Aquarium,C,1983,10,A,"https://www.youtube.com/watch?v=NZ2MsRdJLwI
https://www.bcdb.com/cartoon-characters/102539-Akvarium",True,,,,
03824ce5-a970-4219-9289-33e2bab3fcb3,Mileńka,,C,2001,,A,,True,,,,
038fbff2-9663-4f44-94ed-959a2a830c53,Bakavali,,BW,1930,,U,,True,,,,
039d4d4e-08d9-43b2-b67b-e0d07f756972,Hatimtai,Hatim Tai,BW,1933,,U,https://www.bollywoodmdb.com/movies/cast-crew/hatimtai/12273,True,,,,
039e063d-f052-4a06-8bc5-340e579298e5,Cinderela Baiana,"Bahian Cinderella, Cinderella from Bahia",C,1998,85,L,"https://letterboxd.com/film/cinderela-baiana/
https://www.themoviedb.org/movie/81876-cinderela-baiana",True,,,,
039f2514-d8eb-4b87-8e5f-caed1e7e99f2,Harry Potter and the Deathly Hallows: Part 1,,C,2010,146,L,,True,,,,
03a559c5-2065-420f-94c0-65a30ba394f5,Alice in Wonderland,,C,2009,17,L,"https://vimeo.com/84106315
",True,,,,
03a73443-806f-418f-aae8-fe9762841534,Groundhog Day,,C,1993,101,L,Sue Short Fairy-tale book,True,,,,
03b3d9e6-88fa-4e09-af3a-c3ae01a8267f,The Nightingale and the Rose,Oscar Wilde's the Nightingale and the Rose,C,2015,13,A,,True,,,,
03b692c9-4c64-4d49-a4c6-52dcb73c8649,The Princess and the Pea: Fixed Fairy Tales,,C,2015,5,A,,True,,,,
03d3a702-b9ac-40a3-baf6-b58e153f9e34,La fameuse invasion des ours en Sicile,The Bears' Famous Invasion of Sicily,C,2019,82,A,"Based on: https://en.wikipedia.org/wiki/The_Bears%27_Famous_Invasion_of_Sicily ",True,,,,
03d88250-531c-4d32-b01b-8c4bac1572cf,Fatal Footsteps,,BW,1926,22,L,,True,,,,
03de7b10-47a1-4980-9aea-2a749d3297c3,La casa lobo,The Wolf House,C,2018,75,A,,True,,,,
03e165e9-8d17-45f3-a60c-7a3689fcc7c7,Death Kappa,,C,2010,79,L,"Kappa (an amphibious, turtle-like yokai): https://en.wikipedia.org/wiki/Death_Kappa ",True,,,,
03e4b8b7-7012-47c0-8702-00a6727f2a07,Schneeweißchen und Rosenrot,,BW,1938,,U,https://letterboxd.com/film/schneeweichen-und-rosenrot-1938/details/,True,,,,
03ed42a6-2d47-437d-adcb-c505fbefd60b,The Heartless Giant,The StoryTeller,C,1988,25,L,,True,,,,
03fe5f2b-6dfe-4c0a-b296-ffe975e1d184,O Marysce a Vlcím hrádku,,C,1979,15,A,http://www.kratkyfilm.eu/catalogue/html/indexa.htm,True,,,,
0404e6b5-3e8a-4158-ad12-a6ebdf6dd987,Baba Yaga,"The Devil Witch; Baba Yaga, Devil Witch",BW,1973,91,L,,True,,,,
04102bf1-e244-4a3c-97de-c6ef870d8dc3,The Prince and Me,The Prince & the Freshman,C,2004,111,L,,True,,,,
0410ac34-b463-43f3-a1da-441f9edfd20d,Kong que gong zhu,"The Peacock Princess, 孔雀公主",C,1982,114,L,"Tai legend
https://en.wikipedia.org/wiki/Peacock_Princess",True,,,,
0415ba37-055b-4857-b4ac-cf5cdd576dea,Rugrats Tales from the Crib: Three Jacks and a Beanstalk,,C,2006,72,A,,True,,,,
041a0961-a00d-4a90-8d57-1aa7fa6630de,Vom faulen Töpfer und dem fleißigen Wäscher,,C,1977,15,A,I'm not sure of the origin.,True,,,,
04228117-a0e9-4312-839f-4d5aba5d94a7,Stepanova pamyatka,"Stepan's Remembrance, Степанова памятка",C,1977,80,L,"https://letterboxd.com/film/stepans-remembrance/
https://en.wikipedia.org/wiki/Stepan%27s_Remembrance
https://en.wikipedia.org/wiki/The_Mistress_of_the_Copper_Mountain_(fairy_tale)",True,,,,
04240a19-38a5-46c1-a5ec-ebd321dfa42f,The Sleeping Beauty,,C,2007,135,L,,True,,,,
04244a90-8659-41bc-abc7-c93828257513,Hua Mulan,花木兰,BW,1956,102,L,"I'm not sure of the colour or mode, and I'm not sure how to list the origin.

https://mubi.com/films/yuju-movie-hua-mulan 
https://www2.bfi.org.uk/films-tv-people/4ce2b7a2c4cb6",True,,,,
042cda62-0f09-40fc-be77-51e38a828096,Hans im Glück,,C,1999,74,L,,True,,,,
042db3ef-d289-45ae-b366-0acb0f87d4a3,Die goldene Jurte,"The Golden Tent, The Golden Yurt",C,1961,79,L,"Not sure of origin...

Mongolian folktale
https://voicethrower.wordpress.com/2018/12/25/the-golden-yurt/
",True,,,,
0430816d-80bb-432b-9673-3d92606a547c,El mago de los sueños,The Wizard of Dreams,C,1966,70,A,"Submitted to the IFTF, alejandra.gah@gmail.com",True,,,,
0441c548-bfe9-4638-8d52-2f828208e973,The Ugly Duckling (Silly Symphonies),,BW,1931,7,A,"OK PG
https://en.wikipedia.org/wiki/The_Ugly_Duckling_(1931_film)",True,,,,
0443b565-4451-4d62-b4be-f05ab3285e09,On - drakon,"I Am Dragon, He's a Dragon, Он - дракон",C,2015,110,L,"http://bazelevs.ru/movie/dragon/
",True,,,,
044b1bb7-b564-4046-a27f-bfbd641b4189,Puss 'n Boots 'n Babies,Muppet Babies,C,1990,60,A,,True,,,,
04594c20-0a87-4a75-9d64-c1aa0945a4a3,The Crippled Hand,Cendrillon,BW,1916,50,L,,True,,,,
045d5c68-244d-4d1c-90d5-74647ef2f4b8,Reformed Wolf,,C,1954,7,A,I'm not sure of the origin.,True,,,,
0462fbe0-783a-44a9-b397-1143920eb392,Bab'Aziz,The Prince Contemplating His Soul; The Prince that Contemplated His Soul,C,2005,98,L,,True,,,,
0465ba20-0cc4-4b81-a2de-3fbbd987da16,Leathernecking,Present Arms,BW,1930,79,L,,True,,,,
04755e74-5224-4a8c-b452-f5633c3c98a2,Sterntaler,Star Coins,C,2008,20,L,,True,,,,
0495aaff-a6a8-421a-bf7c-66eaed55d13b,Alice and the Three Bears,,BW,1924,7,A,"Alice in Wonderland is listed as an origin, but the archive.org link indicates that this has nothing to do with the Alice in Wonderland story. ",True,,,,
04a8b787-2a34-4820-b546-5d210ae748f7,Mulan zhi Jinguo yinghao,"Mulan, 木兰之巾帼英豪, Unparalleled Mulan",C,2020,92,L,https://www.filmaffinity.com/au/film866377.html,True,,,,
04cbb42e-41ef-4b67-81db-6c83b4b8645a,Peter und der Wolf,,C,1996,19,A,,True,,,,
04d3de83-213f-4634-9a27-3dffc6f6e3b9,The Fantastic History of the Ugly Duckling,,C,2003,73,A,https://www.themoviedb.org/movie/311374-fantastic-history-of-the-ugly-duckling,True,,,,
04d76d89-345a-4efc-aa24-8ec029f1d5d3,The Snow Queen,,C,1995,75,A,,True,,,,
04e27db3-00f8-414c-acbd-899b2fdf6bed,The Little Match Girl,Девојчето со кибритчињата,C,2011,13,L,"https://www.youtube.com/watch?v=hBpr0eP5eQU
https://letterboxd.com/film/the-little-match-girl-2011/
https://www.themoviedb.org/movie/453530",True,,,,
04f10e66-3dc7-4c08-9ef3-e95fe71f0e49,"Désiré Landru ",,C,2005,96,L,,True,,,,
04fd4267-a525-4c22-b195-d85b92b45e2f,Rapunzels Fluch,,C,2020,80,L,,True,,,,
051b015e-30d0-4fc3-b390-355aef33ec83,The Little Mer-Masochist,,C,2012,,L,,True,,,,
051f5989-923e-40a1-873b-01bbcc2cf6d5,The Trial of Mr. Wolf,,C,1941,7,A,,True,,,,
052c1c34-cae5-49c7-a8bd-9902f6c9af60,La cueva de Ali-Babá,The Cave of Ali Baba,BW,1954,88,L,https://rateyourmusic.com/film/la_cueva_de_ali_baba/,True,,,,
05442da4-4f76-4ae5-93d0-4d87cdf5e265,Kingsajz,Kingsize,C,1987,105,L,,True,,,,
0553bd04-840b-408a-92b4-1aad17228832,"O princezne, která vsechno videla",,C,1984,11,U,"The princess who saw everything, Grimm Brothers (couldn't find an ATU?)",True,,,,
0553c941-9304-442e-a521-748c5f6ef347,A Cinderella Story: Once Upon a Song,,C,2011,88,L,,True,,,,
0556bbbc-6a2b-4b00-90ca-6b74769830da,Haatim Tai,,C,1990,125,L,https://letterboxd.com/film/haatim-tai/,True,,,,
055a5439-331e-45a3-9cbf-2e45ee840ffe,Green Pinocchio,,C,2019,8,L,"https://translate.google.com/translate?hl=en&sl=it&u=https://www.italiagreenfilm.it/film/green-pinocchio/&prev=search&pto=aue
",True,,,,
055cc483-1ba1-41ca-ac27-61c0b448c882,Historien om en moder,The Story of a Mother,BW,1949,,L,,True,,,,
055fc931-434e-4a9e-a744-636d4e902eb8,Journey Back to Oz,,C,1974,88,A,,True,,,,
05669239-85f1-42a8-a90f-9650f749b60c,Whoever Slew Auntie Roo?,Who Slew Auntie Roo?,C,1972,91,L,,True,,,,
056b8f54-e670-4035-9421-17df84f6ff22,Snegurochka,Snowgirl,C,2016,,L,https://letterboxd.com/film/snowgirl/,True,,,,
05727868-6429-464d-ab0f-34ab7e64ba87,The Little Mermaid,,C,2011,7,L,,True,,,,
0579d7c7-75ac-4734-b227-4bfa1eb4e55f,Red Riding Hood Rides Again,,C,1941,7,A,OK PG,True,,,,
057cb251-f7fe-4e44-a7db-c911f1168c1f,Ali Baba Bunny,Merrie Melodies,C,1957,7,A,,True,,,,
057cff3f-3bff-4e5a-93f5-06b2b5237ad5,Aladin,"Aladdin and the Wonderful Lamp, Aladin Saha Puduma Pahana",BW,1946,,L,,True,,,,
05836f93-3136-4e29-9d3e-a553b9409fbb,Rapunzel,"Simsala Grimm - Die Märchen der Brüder Grimm, Rapunzel, The Fairy Tales of the Brothers Grimm",C,1999,24,A,,True,,,,
0585c66c-af8f-4eb9-a311-3babf3d0ee85,Pygmalion,,BW,1938,96,L,,True,,,,
058a4649-e266-43e5-ba1f-b7df9247171c,Schneewittchen,Snow White,C,2009,59,L,"From Jack Zipes' donation, box 6",True,,,,
058c1e25-ed67-4e77-97ca-3102109aede6,Alice's Fishy Story,"Alice Comedies, Alice in Cartoonland",BW,1924,,M,,True,,,,
059b96de-3b72-4888-980c-6755218d2196,Hansel vs. Gretel,,C,2015,86,L,,True,,,,
059cfb7d-7278-4a44-86a4-b63931e7bc76,Ehky ya Scheherazade,"Scheherazade, Tell Me a Story, Eḥkī yā Shahrazād",C,2009,134,L,,True,,,,
05a79044-9bc3-4915-9d89-b09a9de85ca9,Khelmarjve ostatis tavgadasavali,Adventures of Samodelkin; Приключения Самоделкина,C,1957,8,A,,True,,,,
05a7a3d1-7c6c-47f8-998e-e3b8c5197310,Die sechs Schwäne,"Simsala Grimm - Die Märchen der Brüder Grimm; The Six Swans, The Fairy Tales of the Brothers Grimm",C,2000,25,A,,True,,,,
05b0219a-5db8-40ad-9e60-36ed393d43a3,Thale,,C,2012,76,L,,True,,,,
05b6e329-bc84-4595-9507-d4299cb24171,Rapunzel,,BW,1897,,U,,True,,,,
05c153f9-b082-4af5-b7c2-c7ba7c7681e1,Rowanhood,,C,2019,28,L,,True,,,,
05d15c32-75a0-43ab-a56c-3647bf4bea7c,Mirror Mirror,,C,2012,105,L,,True,,,,
05da94cc-1be8-4f0b-87f5-15b1e7d4ea6c,Mythica: The Godslayer,Mythica 5: The Godslayer,C,2016,118,L,,True,,,,
0616d809-6eee-45a1-92eb-087873405182,Disney Princess Enchanted Tales: Follow Your Dreams,,C,2007,56,A,"Features ""Keys to the Kingdom"" (Aurora/Sleeping Beauty) and ""More than a Peacock Princess"" (Jasmine/Aladdin)",True,,,,
061700a1-e44c-419d-baa5-95acd1ea2b73,Gorod Zero,Zero City,C,1989,103,L,I'm not sure of the origin.,True,,,,
062bd8eb-af0b-4f7f-8dbc-8d621182acfd,The Gluttonous Fear,Fullmoon Devil,C,2006,98,U,"https://www.themoviedb.org/movie/249537
https://letterboxd.com/film/the-gluttonous-fear
Based on the krasue, a nocturnal female spirit of Southeast Asian folklore",True,,,,
0648472b-c7eb-4ea7-a60e-7718cf0e829a,Snow White,,BW,1902,,U,,True,,,,
0653970b-9b95-4bad-ba4a-60a93adf77f8,Alisa v Zazerkale,"Алиса в Зазеркалье; Through the Looking-Glass, and What Alice Found There",C,1982,39,A,,True,,,,
06712ab8-1110-40e2-8db9-7677965bd346,Aladdin and the Magic Lamp,,BW,1954,14,A,,True,,,,
0676095c-e283-422b-9dea-f639db39859f,Red,,C,2012,15,L,,True,,,,
06807932-aff6-45b4-a397-5d8a134d3efd,Schneewittchen und der Zauber der Zwerge,Snow White and the Magic of the Dwarves,C,2019,90,L,https://letterboxd.com/film/snow-white-and-the-magic-of-the-dwarves/,True,,,,
068e05b6-907c-4b66-a226-7ecdc264ee13,Sweet Tooth,,C,2019,23,L,"https://www.instagram.com/sweet_tooth_movie_magic/
https://www.facebook.com/sweettoothmoviemagic/?ref=br_rs
http://www.sweettoothmoviemagic.com/welcome
https://letterboxd.com/film/sweet-tooth-2019/",True,,,,
06c17917-236f-4a09-97da-6796fdd52884,Skazka o pope i o rabotnike ego Balde,The Tale of the Priest and of His Workman Balda,C,1973,20,A,https://en.wikipedia.org/wiki/The_Tale_of_the_Priest_and_of_His_Workman_Balda,True,,,,
06c5e952-ceb0-4613-8b95-0f6eb01f88cb,Ali und der Hexenmeister,Ali and the Sorcerer,C,1985,19,A,,True,,,,
06d248e3-8ae3-4cfe-9792-974e8f34b2fc,Wendy,,C,2020,111,L,,True,,,,
06d37862-302b-4b34-abce-a9ba52c88081,Rainbow War,,C,1985,20,L,,True,,,,
06d72807-4a1e-46cc-ae91-d6df4069fac3,Hamelín,The Pied Piper of Hamelin,C,1969,83,L,,True,,,,
06dad814-7b8c-485f-8806-6cc204abcf62,Harum Scarum,,C,1965,95,L,I'm not sure of the origin.,True,,,,
06e27b64-234d-40d5-95ba-496ddcd44175,Skazka o zvezdnom malchike,Сказка о звездном мальчике,C,1984,133,L,https://translate.google.com/translate?sl=auto&tl=en&u=https://ru.wikipedia.org/wiki/??????_?_????????_????????,True,,,,
06ffa9ce-c18b-434f-9e92-71c8c000af90,Match Girl,,C,1966,26,L,"submitted by Wheeler Winston Dixon

https://www.villagevoice.com/2005/03/29/film-390/ ",True,,,,
07073296-3b75-47aa-95c9-97de0287ae39,Sleeping Beauty,Fractured Fairy Tales,C,1961,,A,,True,,,,
071c6ac6-4083-47a1-9187-d17932656397,The Soldier and Death,The StoryTeller,C,1988,25,L,,True,,,,
0732de8b-fa0b-48e2-8351-66033d3f7617,Three Thousand Years of Longing,,C,2022,108,L,"https://en.wikipedia.org/wiki/The_Djinn_in_the_Nightingale%27s_Eye ",True,,,,
073c3774-ee10-432a-ad0a-a115317cf26f,The Adventures of Robin Hood,,C,1938,102,L,,True,,,,
0740b7a0-20aa-4351-8828-102b3f1826a1,Peter and the Paper Wolves,,C,2012,12,L,,True,,,,
07462411-932c-40e2-aead-47d678647faa,Simbad Calife de Bagdad,"Simbad e il califfo di Bagdad, Sinbad and the Caliph of Baghdad",C,1973,101,L,The IMDb entry gives an English title and a different Italian title.,True,,,,
